10,system3,ポケモンのヒトカゲが好きです,そうなんですね。他の趣味はありますか？
16,system3,バント処理の２塁封殺です,そうなんですね。他の趣味はありますか？
10,system3,ラーメンを食べることです,好きな肉は何ですか？
16,system3,ポケモンです,好きなもんは何ですか？
10,system3,やっぱり牛肉がすきです,好きな食は何ですか？
16,system3,めたもんです,好きなシネマは何ですか？
16,system3,ポケモンのシネマです,そうなんですね。他の趣味はありますか？
16,system3,映画鑑賞です,好きな映画は何ですか？
16,system3,ニーチェの馬です,そうなんですね。他の趣味はありますか？
16,system3,妖怪ウォッチです,好きな虫は何ですか？
16,system3,カブトムシです,好きな奨励は何ですか？
16,system3,わかりません,好きな胸は何ですか？
10,system1,ポケモンをすることが好きです,好きなソートは何ですか？
10,system1,わかりません,好きなデフォルトは何ですか？
10,system1,わかりません,好きなもんは何ですか？
10,system1,わかりません,好きな転送は何ですか？
10,system1,わかりません,好きなポケットは何ですか？
10,system1,わかりません,好きなモンスターは何ですか？
10,system1,ヒトカゲです,好きな火蜥蜴は何ですか？
10,system1,わかりません,好きな火竜は何ですか？
10,system1,リオレウスです,好きな竜種は何ですか？
10,system1,飛龍種が好きです,そうなんですね。他の趣味はありますか？
10,system1,テレビゲームがすきです,好きな久多良木は何ですか？
10,system1,わかりません,好きなヒギンボーサムは何ですか？
999,system3,テレビ,好きな数学は何ですか？
999,system3,微分,好きな数学は何ですか？
999,system3,幾何学,好きな西洋は何ですか？
999,system3,イギリス,好きな水素は何ですか？
999,system3,蒸気機関車,好きな毎は何ですか？
999,system3,わかりません,好きな質量は何ですか？
999,system3,ニュートン,好きな哲学は何ですか？
999,system3,ニーチェ,好きなニーチェは何ですか？
999,system3,わかりません,好きなフリードリヒは何ですか？
999,system3,わかりません,そうなんですね。他の趣味はありますか？
